ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,INJ_SEV
131545,1,1,56,1,1,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,5,6,1,2,1,1,80,0,3,96,0,22,12,2020,3,17,2,8,1,1,1,3,1,0
131546,1,1,56,1,1,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,3,6,1,2,1,1,80,0,7,96,0,26,12,2020,7,18,2,8,18,1,1,3,1,0
131547,1,1,82,2,1,11,3,9,9,0,1,0,1,0,1,998,999,999,0,0,1,2,2,2,1,14,12,0,7,96,0,27,12,2020,1,10,2,42,1,1,4,1,1,4
131548,1,1,42,1,1,11,20,20,0,0,1,0,1,0,1,998,999,999,0,0,1,2,2,2,1,1,11,0,85,0,51,10,12,2020,5,15,2,12,1,1,1,1,1,4
131551,1,1,21,2,1,11,3,1,0,0,2,0,2,0,1,998,999,999,0,0,2,4,1,1,1,11,15,0,13,96,38,18,12,2020,6,11,2,12,2,2,1,1,1,2
131552,1,1,81,1,1,11,3,8,0,0,2,0,1,0,1,998,999,999,0,0,3,2,1,2,1,1,51,0,7,96,26,21,12,2020,2,17,2,12,1,1,1,5,1,2
131555,1,1,67,1,1,11,3,9,1,0,1,0,1,0,1,998,999,999,0,0,1,2,1,2,1,1,13,0,13,96,0,13,12,2020,1,9,2,30,1,1,4,1,1,4
131556,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,999,999,999,99,9,2,5,2,2,1,99,53,0,999,96,999,15,12,2020,3,7,2,12,2,2,1,4,1,0
131558,1,1,19,2,1,11,3,9,8,0,1,0,1,0,1,998,999,999,0,5,1,2,1,2,1,14,6,0,13,96,74,28,12,2020,2,21,2,30,1,1,4,6,1,4
131559,1,1,65,2,1,11,3,3,0,0,4,0,1,0,1,998,999,999,0,0,0,0,0,0,0,4,17,0,7,5,91,27,12,2020,1,17,2,12,2,2,1,1,1,0
131561,1,1,21,1,1,11,3,20,8,0,3,0,2,0,1,998,999,999,2,0,2,3,5,2,1,1,80,0,13,96,0,23,12,2020,4,19,2,8,1,1,1,2,10,0
131562,1,1,30,1,1,11,20,9,1,0,1,0,1,0,1,998,999,999,1,0,2,6,1,2,1,11,15,1,13,0,38,10,12,2020,5,3,2,12,2,2,1,2,1,4
131564,1,1,51,2,1,11,3,1,0,0,2,0,2,0,1,998,999,999,0,0,1,2,1,2,1,1,9,0,5,96,0,17,11,2020,3,14,2,35,1,1,4,1,1,4
131565,1,1,50,1,1,11,20,20,0,0,1,0,2,0,1,998,999,999,0,0,2,2,1,2,1,15,10,0,13,96,27,25,12,2020,6,20,2,12,1,1,1,2,1,4
131566,1,1,60,2,1,11,3,20,0,0,1,0,1,0,1,998,999,999,2,0,1,2,1,2,1,14,13,0,13,96,58,28,12,2020,2,16,2,12,1,1,1,1,1,4
131567,1,1,73,1,1,11,3,8,8,0,1,0,1,0,1,998,999,999,99,0,5,6,2,2,1,1,12,1,13,96,0,28,12,2020,2,0,2,42,1,1,4,3,1,4
131568,1,1,31,2,1,11,99,20,0,0,99,1,4,0,1,998,999,999,1,0,2,5,2,2,1,1,82,0,13,96,91,31,12,2020,5,0,2,8,1,1,1,3,1,0
131569,2,1,62,1,1,11,3,20,0,0,1,0,3,1,1,998,999,999,0,0,3,3,1,2,1,1,50,0,62,0,0,28,7,2020,3,1,2,12,1,1,1,2,1,1
131571,1,1,81,1,1,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,1,2,2,2,1,1,50,0,60,96,26,30,10,2020,6,14,2,12,2,3,1,1,1,4
131572,1,1,38,2,1,11,3,20,0,0,2,0,1,0,1,998,999,999,0,0,1,2,2,2,1,11,15,0,7,0,38,19,6,2020,6,10,2,12,2,2,1,1,1,0
131573,1,1,48,2,1,11,3,20,0,0,1,0,3,1,1,998,999,999,2,0,1,2,1,2,1,11,15,0,62,0,0,20,6,2020,7,22,2,12,2,3,1,3,1,0
131576,1,1,65,1,1,11,3,8,0,0,2,0,2,0,1,998,999,999,0,0,3,4,1,2,1,1,10,0,13,0,6,14,7,2020,3,2,2,12,1,1,1,2,1,2
131577,1,1,67,1,1,11,3,20,0,0,2,0,1,0,1,998,999,999,0,0,1,4,1,2,1,1,19,0,13,0,0,25,7,2020,7,23,2,8,1,1,1,2,1,0
131580,1,1,30,2,1,11,99,20,0,0,1,0,1,0,1,998,999,999,0,0,2,4,1,2,1,1,80,0,3,0,0,1,9,2020,3,21,2,8,1,1,1,2,10,0
131581,1,1,65,1,1,11,3,20,0,0,1,0,1,0,1,998,999,999,0,0,1,2,1,2,1,1,19,0,3,0,0,9,9,2020,4,16,2,42,1,1,4,1,1,4
131582,1,1,18,1,1,11,3,9,0,0,4,0,2,0,1,998,999,999,0,0,1,4,1,2,2,1,19,0,13,0,0,10,10,2020,7,23,2,12,2,2,1,2,2,2
131585,1,1,22,1,1,11,3,8,0,0,2,0,1,0,1,998,999,999,2,0,3,4,1,2,1,1,9,0,60,0,0,16,11,2020,2,5,2,24,1,1,4,2,1,3
131588,1,1,37,2,1,11,3,20,0,0,4,0,1,0,1,998,999,999,1,0,2,4,1,2,1,1,9,0,7,0,0,23,12,2020,4,18,2,12,1,1,1,2,1,3
150001,1,1,39,1,1,11,20,20,1,0,1,0,9,0,1,998,66,165,1,3,1,2,1,2,1,6,61,0,80,0,36,1,1,2020,4,2,2,12,2,2,1,3,10,4
150002,1,1,34,1,1,11,98,98,1,0,1,0,1,0,1,998,64,175,0,0,1,2,1,2,1,1,12,0,60,0,6,1,1,2020,4,15,2,8,1,1,2,1,1,0
150003,1,1,19,2,1,11,3,20,0,0,2,0,2,0,1,998,66,130,0,0,1,3,1,2,1,11,80,0,7,96,38,2,1,2020,5,20,2,8,3,2,1,3,10,0
150004,1,1,47,2,1,11,3,8,8,0,1,0,1,0,1,998,62,135,0,9,3,2,5,2,2,1,13,1,13,96,28,9,1,2020,5,0,2,8,1,1,2,2,2,1
150005,1,1,17,1,1,11,3,1,8,0,2,0,2,0,1,998,72,160,0,0,1,2,1,2,2,11,63,1,7,96,73,10,1,2020,6,22,2,12,2,3,1,3,2,0
150006,1,1,50,1,1,11,3,20,8,0,3,0,2,0,1,998,67,200,0,0,1,2,1,2,2,1,17,0,7,0,0,11,1,2020,7,17,2,12,2,2,1,5,2,0
150007,1,1,17,1,1,11,1,20,8,0,1,0,2,0,1,998,64,120,0,0,2,2,1,2,2,1,80,0,3,0,0,12,1,2020,1,19,2,8,1,1,1,2,2,0
150008,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,3,5,4,6,2,1,1,80,0,999,93,39,19,1,2020,1,22,2,8,3,2,1,3,1,9
150009,1,1,75,1,1,11,3,2,8,0,1,0,1,0,1,10,71,185,0,0,1,2,1,1,1,11,15,0,9,96,38,22,1,2020,4,9,2,12,2,3,1,1,1,3
150011,1,1,53,1,1,11,99,1,8,0,1,0,2,0,1,998,68,180,0,4,1,4,1,2,1,1,13,1,60,96,0,25,1,2020,7,22,2,25,1,1,4,3,1,3
150012,1,1,31,1,1,11,20,20,0,0,1,0,1,0,1,998,71,190,5,4,1,2,3,2,1,6,54,1,80,0,33,10,2,2020,2,0,2,12,1,1,1,2,1,4
150013,1,1,31,2,1,11,99,1,0,0,2,0,2,0,1,998,66,190,1,5,1,2,1,2,2,6,54,0,13,0,0,11,2,2020,3,21,2,12,1,1,1,3,10,4
150014,1,1,48,1,1,11,20,20,1,0,1,0,1,0,1,998,72,240,0,0,1,2,5,2,1,14,10,0,60,0,28,29,2,2020,7,19,2,12,1,1,1,2,1,4
150015,1,1,50,1,1,11,20,20,8,0,1,0,1,0,1,39,70,225,3,3,4,3,1,2,1,6,80,0,98,0,0,2,3,2020,2,20,2,8,1,1,1,3,1,3
150016,1,1,24,1,1,11,3,20,0,0,1,0,2,0,1,40,64,140,3,3,3,4,1,2,2,1,80,0,13,93,6,18,3,2020,4,5,2,8,3,3,1,3,1,0
150017,1,1,64,1,1,11,20,20,1,0,1,0,9,0,1,998,66,160,0,5,1,2,1,2,1,1,9,1,6,96,0,29,3,2020,1,17,2,5,1,1,1,1,1,4
150018,1,1,21,1,1,11,20,8,0,0,1,0,1,0,1,998,60,168,0,5,1,2,6,2,1,14,6,1,13,96,0,1,4,2020,4,9,2,35,1,1,4,1,1,4
150019,1,1,22,1,1,11,3,20,8,0,1,0,3,1,1,998,74,230,0,0,1,2,1,2,1,2,50,0,63,0,0,2,4,2020,5,11,2,12,1,1,1,1,1,0
150020,1,1,66,1,1,11,99,20,9,0,1,0,2,0,1,998,71,260,0,9,3,4,8,8,1,1,12,1,60,96,28,4,4,2020,7,18,2,35,1,1,3,1,1,4
150021,1,1,34,1,1,11,20,8,0,0,1,0,2,0,1,998,999,999,0,0,1,2,1,2,1,1,12,1,7,0,28,21,3,2020,7,1,2,38,1,1,4,3,1,4
150022,1,1,66,2,1,11,3,1,8,0,1,0,1,0,1,998,59,139,0,0,1,4,1,2,1,1,80,0,13,0,0,13,2,2020,5,6,2,8,1,1,1,2,1,0
150023,1,1,57,1,1,11,3,1,8,0,2,0,2,0,1,998,67,150,0,4,1,2,6,2,1,14,6,1,5,0,0,18,4,2020,7,17,2,12,1,1,1,1,2,4
150024,1,1,30,1,1,11,99,20,0,0,1,0,2,0,1,998,75,240,0,0,1,4,1,2,1,1,10,0,60,93,28,16,5,2020,7,21,2,12,1,1,1,3,1,4
150025,1,1,41,2,1,11,99,20,8,0,1,0,2,0,1,998,999,999,0,5,1,2,1,2,1,1,13,0,60,96,0,18,5,2020,2,8,2,30,1,1,4,1,98,4
150026,1,1,47,1,1,11,1,98,8,0,2,0,1,0,1,998,67,180,1,0,3,3,8,1,2,1,80,0,5,0,0,19,5,2020,3,20,2,8,1,1,1,2,2,1
150028,1,1,47,1,1,11,99,98,8,0,3,0,3,0,1,998,72,210,0,0,1,4,5,2,1,1,51,1,60,96,0,2,6,2020,3,20,2,12,1,1,1,3,1,0
150032,1,1,55,1,1,11,3,20,0,0,2,0,3,4,1,998,75,270,0,0,3,5,1,1,1,1,12,0,11,0,28,12,6,2020,6,14,2,25,1,1,3,1,1,4
150033,1,1,46,1,1,11,99,20,8,0,1,0,3,1,1,998,67,250,1,9,3,4,1,2,2,99,11,0,111,96,0,16,6,2020,3,4,2,12,1,1,1,4,1,4
150034,1,1,82,2,1,11,3,20,0,0,1,0,1,0,1,998,61,160,0,0,0,0,0,0,0,13,80,0,15,0,10,19,6,2020,6,15,2,8,4,1,1,1,10,0
150035,1,1,86,2,1,11,3,20,0,0,1,0,1,0,1,998,62,112,0,0,3,4,1,2,1,1,80,0,13,96,38,27,6,2020,7,5,2,8,3,3,1,3,10,1
150036,1,1,19,1,1,11,99,1,8,0,4,0,5,0,1,998,999,999,0,3,3,2,6,2,1,14,12,0,7,0,0,6,7,2020,2,2,2,25,1,1,3,3,1,4
150037,1,1,89,1,1,11,3,8,8,0,1,0,1,0,1,998,66,165,0,0,2,2,1,2,1,1,13,0,13,0,28,20,4,2020,2,5,2,30,1,1,4,3,1,4
150038,1,1,38,1,1,11,20,20,1,0,2,0,9,0,1,90,67,185,0,3,1,2,6,2,1,1,14,0,7,0,39,21,6,2020,1,4,2,35,3,3,4,2,10,3
150039,1,1,39,1,1,11,3,20,0,0,3,0,1,0,1,998,68,250,0,9,2,3,1,2,1,1,80,0,7,96,0,12,7,2020,1,20,2,8,1,1,1,2,1,0
150040,1,1,21,1,1,11,99,20,8,0,3,0,3,0,1,998,69,210,0,2,6,2,6,2,1,98,13,0,13,12,36,11,7,2020,7,17,2,1,20,1,1,1,1,4
150041,1,1,34,1,1,11,20,20,1,0,1,0,1,0,1,998,67,180,0,0,1,3,1,2,1,1,98,0,12,0,38,13,5,2020,4,20,2,8,1,1,2,2,10,4
150043,1,1,21,1,1,11,99,20,8,0,1,0,2,0,1,998,999,999,99,3,1,8,1,2,1,14,12,1,13,0,6,19,7,2020,1,1,2,30,1,1,4,3,1,4
150045,1,1,20,1,1,11,20,20,8,0,1,0,1,0,1,998,70,140,2,0,1,2,6,2,1,14,12,1,60,0,28,28,6,2020,1,23,2,38,1,1,4,2,10,4
150046,1,1,57,1,1,11,20,20,8,0,1,0,1,0,1,998,72,195,1,3,1,2,6,2,1,14,13,1,94,0,0,6,7,2020,2,18,2,35,1,1,4,1,10,4
150047,1,1,19,1,1,11,3,8,8,0,3,0,1,0,1,998,76,180,0,5,3,2,5,2,1,14,12,1,13,0,28,1,8,2020,7,3,2,33,1,1,3,3,1,3
150048,1,1,63,1,1,11,99,20,8,0,1,0,3,19,1,998,68,172,1,0,0,0,0,0,0,1,83,0,11,93,38,22,7,2020,4,7,2,9,8,1,4,1,1,0
150050,1,1,28,1,1,11,3,1,8,0,1,0,2,0,1,998,67,184,0,4,1,2,1,2,2,12,6,0,7,0,48,19,7,2020,1,14,2,12,1,1,1,1,2,4
150051,1,1,21,1,1,11,3,1,8,0,1,0,2,0,1,998,71,258,1,9,3,2,1,2,2,1,12,0,15,0,28,12,8,2020,4,6,2,52,1,1,3,1,2,4
150052,1,1,23,2,1,11,20,1,8,0,1,0,1,0,1,998,999,999,0,0,1,2,5,2,1,1,13,1,7,92,28,1,8,2020,7,1,2,30,1,1,4,6,1,4
150053,1,1,30,2,1,11,3,1,8,0,1,0,2,0,1,998,65,287,0,0,3,2,1,2,1,1,11,0,7,12,6,27,8,2020,5,4,2,14,1,1,2,2,1,0
150054,1,1,70,1,1,11,99,20,8,0,2,0,1,0,1,998,63,180,0,0,1,2,1,2,1,14,10,0,60,93,28,30,8,2020,1,14,2,12,1,1,1,1,1,3
150055,1,1,57,1,1,11,3,20,1,0,1,0,3,0,1,998,70,180,2,0,1,8,1,2,1,1,11,0,60,0,28,3,9,2020,5,6,2,8,1,1,4,1,1,0
150056,1,1,999,9,1,11,98,98,8,0,99,1,9,99,1,998,999,999,99,9,1,2,1,2,1,1,12,0,999,99,0,15,9,2020,3,99,2,9,1,1,2,3,1,9
150057,1,1,50,1,1,11,20,1,8,0,1,0,1,0,1,998,67,160,1,3,1,2,1,2,1,14,13,1,60,0,28,21,8,2020,6,23,2,30,1,1,4,3,10,4
150059,1,1,21,1,1,11,99,1,9,0,1,0,2,0,1,998,64,120,4,4,2,3,1,2,2,1,6,0,3,0,0,24,9,2020,5,22,2,30,1,1,3,2,2,4
150060,1,1,62,1,1,11,20,20,1,0,1,0,1,0,1,998,69,140,0,3,1,2,6,2,1,14,13,0,7,0,28,27,8,2020,5,8,2,35,1,1,4,1,1,4
150061,1,1,21,1,1,11,20,1,9,0,1,0,1,0,1,998,999,999,99,5,1,2,1,2,98,99,12,1,13,96,28,2,10,2020,6,99,2,1,1,1,4,6,99,4
150062,1,1,41,1,1,11,3,20,0,0,1,0,1,0,1,998,76,250,0,0,4,1,6,2,1,3,83,0,60,96,38,7,10,2020,4,8,2,9,2,3,1,1,1,0
150063,1,1,54,1,1,11,20,20,9,0,1,0,2,0,1,998,72,265,0,3,1,2,6,2,1,14,13,0,80,0,28,18,10,2020,1,3,2,33,1,1,4,3,1,4
150064,1,1,64,1,1,11,99,20,0,0,2,0,1,0,1,998,64,145,0,0,1,2,1,2,1,1,80,0,13,0,0,19,10,2020,2,4,2,8,3,3,1,3,10,0
150065,1,1,58,1,1,11,99,98,0,0,1,0,1,0,1,998,64,154,0,0,5,4,1,2,1,1,83,0,60,0,0,27,10,2020,3,18,2,9,3,2,1,3,1,0
150066,1,1,76,1,1,11,3,20,0,0,1,0,1,0,1,45,70,185,0,3,3,3,1,2,1,1,80,0,13,0,0,30,10,2020,6,4,2,8,1,1,1,3,1,0
150067,1,1,22,1,1,11,3,98,9,0,2,0,2,0,1,998,71,999,99,2,1,2,1,2,1,1,12,1,3,0,28,8,11,2020,1,0,2,31,1,1,4,3,1,4
150068,1,1,36,2,1,11,3,20,8,0,1,0,1,0,1,998,63,200,1,0,1,2,1,2,1,1,80,1,7,0,24,13,11,2020,6,21,2,8,3,3,1,3,1,0
150069,1,1,48,2,1,11,3,8,0,0,3,0,3,0,1,998,61,140,0,0,3,2,6,2,1,14,62,0,7,93,39,27,11,2020,6,11,2,12,2,3,1,1,1,2
150070,1,1,44,1,1,11,3,20,0,0,4,0,1,0,1,998,65,185,0,0,1,4,1,2,1,1,80,0,13,0,0,24,11,2020,3,18,2,8,1,1,1,3,1,0
150071,1,1,73,1,1,11,3,20,0,0,2,0,2,0,1,998,66,145,0,0,1,8,6,2,2,1,66,0,7,0,39,11,11,2020,4,4,2,12,2,2,1,3,2,4
150072,1,1,23,1,1,11,20,20,8,0,1,0,1,0,1,998,64,149,3,3,1,2,5,2,1,14,13,0,80,93,28,30,11,2020,2,0,2,35,1,1,4,6,1,4
150073,1,1,47,2,1,11,3,20,0,0,1,0,1,0,1,998,62,125,0,0,1,2,1,2,1,11,63,0,7,98,38,10,12,2020,5,18,2,12,2,2,1,3,1,0
150074,1,1,42,1,1,11,99,1,9,0,1,0,1,0,1,998,66,140,3,0,1,2,1,2,1,11,67,0,60,96,38,13,12,2020,1,11,2,12,2,3,1,1,10,0
150075,1,1,33,1,1,11,20,20,9,0,1,0,2,0,1,998,75,260,2,0,1,2,1,2,1,1,62,0,6,0,39,17,12,2020,5,15,2,12,2,2,1,1,1,4
150076,1,1,21,1,1,11,3,20,8,0,99,1,1,0,1,998,72,150,0,0,3,4,5,2,1,1,80,1,3,0,6,18,12,2020,6,23,2,8,3,4,1,3,10,0
150077,1,1,26,1,1,11,98,1,8,0,2,0,1,0,1,998,70,160,1,9,3,2,6,2,1,12,63,0,13,0,48,22,12,2020,3,21,2,12,1,1,1,3,1,3
150078,1,1,63,1,1,11,20,20,8,0,1,0,1,0,1,998,70,220,0,0,3,2,5,2,1,1,54,1,94,96,51,24,12,2020,5,23,2,12,1,1,1,2,1,4
150079,1,1,56,1,1,11,20,20,9,0,1,0,2,0,1,998,69,215,0,5,6,1,5,2,1,14,6,0,80,12,0,22,12,2020,3,99,2,34,5,1,4,6,1,4
150081,1,1,27,1,1,11,99,20,8,0,1,0,1,0,1,998,67,160,0,0,1,2,1,2,1,1,80,1,60,0,0,24,12,2020,5,23,2,8,1,1,1,3,1,0
150082,1,1,32,1,1,11,20,20,8,0,1,0,2,0,1,999,74,180,0,3,1,2,5,2,2,14,6,1,7,96,36,31,12,2020,5,20,2,35,1,1,4,2,2,4
160011,1,1,65,1,1,11,3,20,0,0,1,0,3,19,1,998,74,185,0,0,2,4,1,2,1,1,80,0,66,0,0,13,2,2020,5,19,2,8,1,1,1,3,10,0
160013,2,1,28,1,1,11,99,1,1,0,1,0,1,0,1,998,78,197,2,0,6,1,2,2,4,14,50,1,7,0,84,4,2,2020,3,18,2,12,5,1,2,2,10,1
160016,1,1,17,1,1,11,3,20,1,0,1,0,2,0,1,998,67,110,0,0,1,2,2,2,1,1,54,0,3,0,0,2,1,2020,5,18,2,12,1,1,1,2,10,4
160019,1,1,46,1,1,11,20,20,0,0,1,0,1,0,1,998,68,200,0,0,1,2,1,2,1,1,9,1,80,0,0,27,2,2020,5,18,2,1,1,1,1,5,1,4
160021,1,1,18,1,1,11,20,20,0,0,1,0,2,0,1,998,72,190,0,0,2,2,3,2,1,14,13,1,13,0,0,24,3,2020,3,4,2,1,1,1,4,2,1,4
160033,1,1,63,2,1,11,3,20,1,0,2,0,1,0,1,998,67,180,0,0,1,4,1,2,1,15,53,1,7,0,27,28,2,2020,6,19,2,12,1,1,1,3,1,0
160034,1,1,15,1,1,11,3,8,0,0,4,0,2,0,1,998,999,999,99,0,1,2,1,2,1,1,17,0,13,0,38,29,4,2020,4,5,2,12,2,2,1,2,1,4
160036,1,1,74,1,1,11,3,8,0,0,1,0,1,0,1,998,73,175,0,0,1,6,1,2,1,1,8,0,7,0,0,11,2,2020,3,15,2,34,1,1,4,1,1,4
160038,1,1,30,1,1,11,20,20,1,0,1,0,1,0,1,998,71,999,0,3,1,2,1,2,1,14,6,0,80,0,6,15,4,2020,4,17,2,33,1,1,4,1,1,4
160040,1,1,20,1,1,11,20,8,0,0,1,0,1,0,1,998,67,145,0,3,1,2,1,2,1,1,50,1,60,0,0,5,4,2020,1,1,2,14,1,1,2,3,1,2
160043,1,1,19,1,1,11,3,8,8,0,1,0,2,0,1,998,72,230,0,3,1,4,1,2,1,1,55,1,13,0,6,7,5,2020,5,22,2,12,2,2,1,3,1,4
160045,1,1,47,1,1,11,20,20,0,0,2,0,1,0,1,998,69,150,0,3,2,2,1,2,1,14,6,1,81,0,0,2,5,2020,7,0,2,33,1,1,4,3,1,4
160047,1,1,37,1,1,11,3,20,1,0,2,0,1,0,1,998,69,180,0,0,1,2,2,2,1,1,54,1,13,0,0,30,5,2020,7,0,2,12,1,1,1,2,1,4
160048,1,1,35,1,1,11,99,20,8,0,1,1,1,0,1,998,77,265,2,4,1,2,1,2,1,1,55,0,60,93,39,31,5,2020,1,19,2,12,2,2,1,1,1,0
160050,1,1,87,1,1,11,99,1,9,0,1,0,1,0,1,998,68,130,0,0,6,1,9,2,1,11,55,0,13,0,39,11,6,2020,5,16,2,12,2,3,1,1,1,4
160055,1,1,46,1,1,11,3,20,0,0,1,0,2,0,1,20,69,210,0,0,1,2,1,2,1,1,80,0,7,10,6,6,5,2020,4,5,2,8,1,1,1,4,1,0
160056,1,1,51,1,1,11,99,99,1,0,1,0,2,0,1,998,68,225,0,4,1,2,2,2,1,1,54,1,13,0,0,7,5,2020,5,18,2,12,1,1,1,1,1,4
160057,1,1,23,1,1,11,20,20,0,0,1,0,1,0,1,998,70,147,0,4,2,2,2,2,6,14,6,1,7,0,0,19,5,2020,3,20,2,33,1,1,3,3,2,4
160066,1,1,88,2,1,11,3,8,0,0,1,0,1,0,1,998,57,110,0,0,1,2,1,2,1,1,17,0,13,0,38,5,6,2020,6,12,2,12,2,2,1,1,1,4
160082,1,1,44,1,1,11,20,20,0,0,2,0,1,0,1,998,72,220,5,0,1,2,1,2,1,6,54,0,94,0,35,19,7,2020,1,18,2,12,1,1,1,1,1,4
160083,1,1,32,1,1,11,20,20,0,0,2,0,1,0,1,998,68,154,2,4,2,2,1,2,1,14,13,1,94,0,28,30,7,2020,5,0,2,1,1,1,4,2,1,2
160094,1,1,23,1,1,11,20,1,8,0,1,0,1,0,1,998,70,145,0,0,1,2,1,2,1,1,54,0,3,0,28,19,8,2020,4,9,2,12,1,1,1,1,1,4
160096,1,1,54,1,1,11,20,1,0,0,1,0,1,0,1,998,74,220,1,3,2,2,1,2,1,1,51,0,13,0,26,1,8,2020,7,21,2,12,1,1,1,2,1,4
160098,1,1,45,1,1,11,20,20,1,0,1,0,2,0,1,998,67,152,1,0,1,2,1,2,1,1,9,0,98,0,0,25,8,2020,3,15,2,1,1,1,4,1,10,4
160114,1,1,72,1,1,11,3,20,0,0,1,0,1,0,1,998,63,130,0,0,1,5,1,2,1,1,80,0,7,0,0,23,8,2020,1,22,2,8,1,1,1,3,1,0
160117,1,1,55,1,1,11,20,20,0,0,1,0,1,0,1,998,75,240,0,4,2,4,1,2,1,10,6,0,82,0,58,18,8,2020,3,15,2,1,2,2,1,1,1,4
160122,1,1,48,1,1,11,20,20,0,0,1,0,1,0,1,998,72,220,0,0,1,2,1,2,1,14,11,1,60,0,58,16,10,2020,6,18,2,1,1,1,4,1,1,4
160140,1,1,19,1,1,11,20,8,0,0,1,0,2,0,1,998,72,150,0,3,1,2,1,2,1,1,17,1,15,0,39,18,10,2020,1,3,2,12,2,2,1,2,1,4
160142,1,1,67,1,1,11,20,8,1,0,1,0,1,0,1,998,70,220,3,0,2,2,1,2,1,1,13,0,13,0,0,29,10,2020,5,18,2,1,1,1,4,5,1,4
160143,1,1,60,2,1,11,20,20,1,0,1,0,2,2,1,998,64,125,0,0,2,5,1,2,2,11,17,0,11,0,0,15,10,2020,5,7,2,12,2,2,1,1,1,0
160144,1,1,39,1,1,11,99,20,0,0,1,0,1,0,1,998,68,160,0,0,5,5,2,2,1,1,80,0,7,0,0,26,11,2020,5,19,2,8,1,1,1,3,5,0
160145,1,1,56,1,1,11,99,20,9,0,99,1,1,0,1,998,71,175,0,0,1,2,1,2,1,1,82,0,5,0,0,5,11,2020,5,11,2,8,1,1,1,1,1,0
160148,1,1,57,2,1,11,3,8,0,0,1,0,1,0,1,998,66,140,0,0,2,2,1,2,1,1,54,1,7,0,50,11,9,2020,6,12,2,12,1,1,1,1,1,3
160152,1,1,27,1,1,11,3,1,1,0,2,0,1,0,1,998,69,160,1,3,1,2,1,2,1,14,6,1,15,0,0,1,9,2020,3,0,2,30,1,1,4,3,1,4
160153,1,1,18,1,1,11,3,8,1,0,3,0,2,0,1,998,70,136,0,0,1,5,1,2,1,1,17,0,13,0,39,27,10,2020,3,1,2,12,2,2,1,3,1,3
160156,1,1,32,1,1,11,99,99,1,0,1,0,2,0,1,998,70,175,0,0,2,4,1,1,1,1,54,1,13,0,50,27,11,2020,6,4,2,12,1,1,1,3,1,4
160163,1,1,43,1,1,11,3,8,0,0,1,0,1,0,1,998,68,172,0,0,1,2,1,2,1,1,54,0,7,93,0,8,7,2020,4,11,2,12,1,1,1,1,1,4
160166,1,1,23,1,1,11,3,20,0,0,1,0,1,0,1,998,70,160,1,0,1,4,1,2,1,11,80,0,60,0,0,1,12,2020,3,16,2,8,2,2,1,1,1,0
160182,1,1,21,1,1,11,3,8,1,0,2,0,2,0,1,998,77,175,1,0,1,2,1,2,2,1,14,1,5,0,6,26,11,2020,5,1,2,39,1,1,4,3,1,3
160186,1,1,38,1,1,11,20,20,8,0,1,0,1,0,1,998,72,220,0,0,1,2,1,2,1,1,17,0,81,0,39,3,8,2020,2,0,2,12,2,2,1,3,1,4
160187,1,1,81,2,1,11,3,20,0,0,1,0,1,0,1,998,61,130,0,0,2,2,1,2,1,11,15,0,13,0,0,11,12,2020,6,6,2,12,2,3,1,3,1,4
160188,1,1,38,1,1,11,99,99,9,0,1,1,1,0,1,998,70,160,0,0,1,2,2,2,1,14,83,0,60,0,6,16,3,2020,2,13,2,9,1,1,1,1,10,0
160189,1,1,38,2,1,11,3,1,1,0,2,0,2,0,1,998,61,110,0,0,1,2,1,2,2,1,54,0,13,0,28,16,12,2020,4,9,2,12,1,1,1,1,5,3
170001,1,1,61,1,1,11,3,20,0,0,1,0,1,0,1,998,64,215,0,9,2,3,1,2,1,1,80,0,7,0,0,16,1,2020,5,22,2,8,1,1,1,2,1,0
170003,1,1,18,1,1,11,99,20,8,0,3,0,2,0,1,998,67,140,1,9,1,2,1,2,4,99,9,0,13,0,52,25,1,2020,7,19,2,42,1,1,4,2,1,4
170004,1,1,54,1,1,11,3,20,0,0,1,0,1,0,1,998,66,200,1,9,1,2,1,2,4,17,80,0,7,0,0,26,1,2020,1,21,2,8,1,1,1,3,1,0
170005,1,1,90,1,1,11,20,1,8,0,1,0,1,0,1,998,63,120,0,0,1,5,1,2,2,11,15,0,7,0,38,24,1,2020,6,16,2,12,2,2,1,1,2,4
170007,1,1,50,1,1,11,20,1,9,0,1,0,1,0,1,998,71,190,0,0,1,2,2,2,1,14,10,0,60,0,28,25,1,2020,7,13,2,12,1,1,1,1,1,4
