ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,INJ_SEV
170009,1,1,28,2,1,11,20,20,9,0,4,0,2,0,1,998,66,170,0,9,3,4,1,2,3,14,60,0,7,0,27,31,1,2020,6,2,2,12,18,1,1,3,4,4
170010,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,9,2,5,2,2,3,99,99,0,999,0,999,29,1,2020,4,99,2,8,1,1,1,2,10,0
170011,1,1,93,1,1,11,3,8,8,0,1,0,1,0,1,998,72,180,0,9,1,4,1,2,1,1,17,0,13,0,39,31,1,2020,6,10,2,12,2,2,1,1,1,4
170013,1,1,57,1,1,11,3,20,0,0,3,0,1,0,1,998,70,155,0,0,1,5,1,2,2,1,80,0,119,96,0,15,1,2020,4,6,2,8,8,1,1,3,12,0
170014,1,1,54,1,1,11,20,1,8,0,1,0,1,0,1,43,70,200,0,4,1,2,1,2,2,1,10,1,3,0,28,10,1,2020,6,17,2,12,1,1,1,2,2,3
170016,1,1,54,1,1,11,3,8,8,0,1,0,1,0,1,998,76,240,1,9,1,2,2,2,1,1,12,0,7,0,0,3,1,2020,6,11,2,42,1,1,4,1,10,4
170017,1,1,73,2,1,11,3,1,0,0,1,0,1,0,1,998,64,115,0,0,2,4,1,2,1,1,80,0,5,99,0,1,2,2020,7,19,2,8,1,1,1,1,1,0
170018,1,1,81,2,1,11,3,8,8,0,1,0,1,0,1,998,60,100,0,9,5,5,1,2,1,15,13,0,13,0,0,2,2,2020,1,20,2,8,1,1,4,3,1,4
170019,1,1,74,1,1,11,99,8,8,0,1,0,1,0,1,60,66,185,0,9,1,2,1,2,1,1,99,0,5,0,0,2,2,2020,1,20,2,25,1,1,4,3,1,4
170020,1,1,27,2,1,11,99,1,8,0,5,0,2,0,1,998,999,185,99,0,3,3,1,2,1,1,80,0,7,0,0,2,2,2020,1,21,2,8,1,1,1,3,1,0
170021,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,999,999,999,99,9,2,5,1,2,1,99,99,0,999,0,999,4,2,2020,3,0,2,8,1,1,1,2,1,0
170022,1,1,20,1,1,11,99,1,9,0,2,1,2,0,1,998,999,999,0,3,1,4,1,2,1,1,17,0,13,92,39,8,2,2020,7,21,2,12,2,2,1,3,1,2
170024,1,1,70,2,1,11,99,1,9,0,1,0,2,0,1,998,65,192,0,9,2,2,1,2,1,1,99,0,7,0,0,10,2,2020,2,19,2,46,3,3,4,3,1,4
170028,1,1,37,1,1,11,99,1,8,0,2,0,1,0,1,998,77,200,0,9,1,4,1,2,1,1,13,0,13,0,28,13,2,2020,5,21,2,12,1,1,1,3,1,3
170030,1,1,27,1,1,11,99,1,8,0,1,0,1,0,1,998,72,220,1,9,1,5,1,2,2,99,9,0,3,92,0,16,2,2020,1,3,2,46,3,2,4,3,1,4
170031,1,1,37,1,1,11,3,20,0,0,1,0,1,0,1,998,78,228,0,0,3,4,1,2,1,1,80,0,13,0,0,14,2,2020,6,22,2,8,1,1,1,3,1,0
170032,1,1,28,2,1,11,3,99,8,0,1,0,1,0,1,998,62,130,0,0,3,3,1,2,1,16,52,0,7,0,0,16,2,2020,1,11,2,12,20,1,1,1,1,4
170034,1,1,75,1,1,11,99,20,8,0,1,0,1,0,1,998,74,230,0,0,1,2,1,2,2,99,14,0,7,99,999,17,2,2020,2,15,2,38,3,3,4,1,2,4
170036,1,1,31,2,1,11,3,99,9,0,1,0,1,0,1,998,67,242,1,9,3,2,1,2,1,1,99,0,7,0,28,20,2,2020,5,9,2,2,98,98,4,1,1,4
170040,1,1,28,1,1,11,99,8,9,0,2,0,1,0,1,998,75,170,0,4,1,4,1,2,3,1,6,0,13,99,0,25,2,2020,3,18,2,30,1,1,4,3,4,1
170042,1,1,31,1,1,11,99,99,8,0,1,0,2,0,1,998,999,999,0,3,2,4,1,2,1,1,62,1,60,0,36,1,1,2020,4,10,2,12,8,1,1,1,1,3
170043,1,1,18,2,1,11,3,20,0,0,1,0,1,0,1,998,65,151,0,0,1,2,1,2,1,1,17,0,13,0,38,5,4,2020,1,12,2,12,2,2,1,1,1,0
170046,1,1,22,2,1,11,20,1,1,0,3,0,4,0,1,84,64,215,2,3,1,2,1,2,1,1,17,0,13,0,39,2,3,2020,2,19,2,12,2,2,1,2,1,3
170047,1,1,18,2,1,11,3,8,8,0,1,0,2,0,1,998,61,125,0,0,1,2,1,2,1,14,10,0,60,0,28,16,1,2020,5,20,2,12,1,1,1,2,10,1
170049,1,1,26,2,1,11,3,20,8,0,3,1,1,0,1,998,66,160,2,0,1,4,2,2,1,1,80,0,13,0,0,28,2,2020,6,22,2,8,1,1,1,3,1,0
170050,1,1,42,1,1,11,20,1,8,0,1,0,1,0,1,998,64,146,1,0,1,2,1,2,1,1,13,0,13,0,39,22,2,2020,7,1,2,34,1,1,4,2,1,4
170051,1,1,70,2,1,11,3,20,8,0,3,0,2,0,1,998,60,105,0,0,1,3,1,2,3,11,15,0,13,0,38,9,2,2020,1,12,2,12,2,2,1,1,4,2
170053,1,1,26,1,1,11,3,8,8,0,1,0,1,0,1,998,72,195,0,3,1,2,3,2,1,6,6,0,3,0,33,28,2,2020,6,18,2,42,1,1,4,2,1,4
170054,1,1,28,1,1,11,3,8,8,0,3,0,2,0,1,998,68,155,0,4,1,2,1,2,1,1,62,0,13,0,0,23,2,2020,1,18,2,12,2,3,1,5,1,3
170057,1,1,25,1,1,11,20,8,8,0,3,0,1,0,1,131,67,135,5,3,3,3,2,2,1,15,52,1,3,0,0,28,2,2020,6,2,2,12,1,1,1,3,1,0
170058,1,1,40,2,1,11,3,1,9,0,1,0,1,0,1,998,64,200,0,3,3,3,1,8,1,1,80,0,13,96,41,1,1,2020,4,6,2,8,1,1,1,3,1,1
170059,1,1,72,1,1,11,20,8,1,0,1,0,1,0,1,998,67,176,0,0,3,4,1,2,1,1,10,0,7,0,0,19,2,2020,4,5,2,14,1,1,2,3,1,4
170060,1,1,999,1,1,11,99,99,8,0,99,1,9,0,1,998,999,999,99,5,1,2,1,2,1,1,83,0,13,0,999,29,2,2020,7,0,2,9,1,1,1,3,1,0
170062,1,1,55,2,1,11,3,20,8,0,1,0,1,0,1,998,64,115,0,9,1,5,1,2,99,1,80,0,13,0,0,25,2,2020,3,5,2,8,1,1,1,3,1,0
170063,1,1,50,1,1,11,3,20,9,0,1,0,1,0,1,998,70,160,0,0,1,2,1,2,1,1,10,0,13,99,0,8,2,2020,7,9,2,14,1,1,7,1,1,4
170064,1,1,25,1,1,11,20,8,0,0,1,0,2,0,1,998,66,160,2,0,2,2,1,2,1,1,13,0,60,0,58,21,2,2020,6,20,2,1,3,2,4,2,1,4
170065,1,1,44,2,1,11,20,1,9,0,3,0,2,0,1,998,69,165,0,4,1,2,1,2,1,1,17,0,13,92,0,5,2,2020,4,11,2,12,2,2,1,1,1,2
170066,1,1,63,2,1,11,3,20,8,0,1,0,1,0,1,998,66,110,0,0,5,5,1,2,1,1,80,0,13,96,0,21,2,2020,6,20,2,8,1,1,1,3,1,2
170067,1,1,30,2,1,11,3,1,9,0,3,0,2,0,1,998,62,165,2,9,4,3,1,2,1,6,19,0,5,92,34,1,1,2020,4,23,2,12,2,2,1,3,1,4
170070,1,1,47,1,1,11,20,1,8,0,1,0,2,0,1,110,66,135,0,3,1,4,1,2,1,1,17,1,7,0,39,5,1,2020,1,2,2,12,2,2,1,3,1,4
170072,1,1,61,1,1,11,20,20,8,0,1,0,3,2,1,998,73,220,0,5,2,2,1,2,1,1,98,0,11,96,36,3,1,2020,6,16,2,50,18,1,1,5,1,4
170073,1,1,77,2,1,11,3,20,8,0,1,0,1,0,1,998,62,150,0,0,2,1,1,2,1,4,17,0,13,0,38,28,2,2020,6,17,2,12,2,2,1,1,1,4
170075,1,1,26,2,1,11,3,20,8,0,1,0,1,0,1,68,65,175,0,4,6,2,1,2,1,14,52,0,7,0,89,27,2,2020,5,6,2,14,5,1,2,1,1,0
170076,1,1,50,1,1,11,99,20,0,0,1,0,1,0,1,998,71,250,0,9,2,2,1,2,1,1,80,0,60,96,999,2,1,2020,5,4,2,8,18,1,1,2,1,0
170077,1,1,35,1,1,11,99,98,9,0,1,0,4,0,1,998,69,230,0,9,1,2,1,2,1,14,99,0,7,0,999,16,2,2020,1,3,2,21,1,1,4,2,1,4
170078,1,1,47,1,1,11,20,20,1,0,3,0,2,0,1,998,72,210,0,0,2,2,1,2,1,1,10,0,7,0,58,19,2,2020,4,22,2,1,1,1,1,2,1,4
170079,1,1,54,2,1,11,99,1,9,0,1,0,1,0,1,998,65,175,0,3,1,2,2,2,1,14,87,0,7,96,83,6,1,2020,2,6,2,39,1,1,4,4,1,4
170080,1,1,75,1,1,11,3,8,8,0,1,0,1,0,1,998,75,195,1,5,1,2,2,2,1,1,10,0,2,0,28,28,2,2020,6,10,2,12,1,1,1,1,1,2
170081,1,1,17,1,1,11,3,8,1,0,1,0,2,0,1,998,71,243,1,0,1,2,1,2,1,1,99,0,13,0,0,9,2,2020,1,0,2,30,1,1,4,2,1,4
170082,1,1,46,1,1,11,99,8,9,0,2,0,1,0,1,998,67,160,0,9,0,0,0,0,0,10,53,0,13,0,0,5,1,2020,1,19,2,12,8,1,1,3,1,4
170083,1,1,27,2,1,11,3,20,0,0,1,0,1,0,1,998,59,120,0,0,1,2,1,2,1,14,87,0,7,0,0,4,3,2020,4,20,2,11,1,1,1,2,1,0
170087,1,1,20,1,1,11,3,1,8,0,1,0,2,0,1,55,74,190,2,9,5,5,1,2,2,1,10,0,13,92,51,9,3,2020,2,7,2,12,1,1,1,1,2,2
170090,1,1,46,2,1,11,99,8,9,0,1,0,2,0,1,998,65,145,0,5,1,4,1,2,2,1,99,0,2,92,0,28,3,2020,7,18,2,14,1,1,7,1,2,2
170091,1,1,55,1,1,11,3,20,0,0,1,0,3,1,1,998,71,210,0,0,1,4,1,2,2,11,80,0,11,12,38,19,3,2020,5,12,2,8,3,2,1,1,1,0
170093,1,1,42,1,1,11,99,8,9,0,1,0,1,0,1,998,66,206,0,9,2,4,1,2,2,14,9,0,7,0,51,18,3,2020,4,16,2,33,1,1,3,1,2,4
170095,1,1,49,1,1,11,99,20,0,0,1,0,1,0,1,998,73,217,0,9,2,4,1,2,1,1,80,0,60,0,0,2,3,2020,2,18,2,8,3,2,1,5,1,0
170096,1,1,47,2,1,11,20,20,8,0,2,0,1,0,1,74,63,280,0,3,1,2,1,2,1,1,6,0,7,0,0,18,1,2020,7,18,2,38,1,1,4,3,1,4
170097,1,1,20,1,1,11,3,8,1,0,2,0,2,0,1,21,73,135,1,0,2,2,1,2,1,16,11,0,7,0,45,3,5,2020,1,23,2,12,1,1,1,3,1,2
170098,1,1,30,2,1,11,99,99,9,0,1,0,1,0,1,998,64,120,0,9,1,2,1,2,1,1,13,0,13,0,0,21,1,2020,3,23,2,42,1,1,4,2,1,4
170099,1,1,95,1,1,11,20,1,9,0,1,0,1,0,1,998,70,170,0,0,4,1,1,2,1,11,15,0,13,96,38,4,2,2020,3,11,2,12,2,3,1,1,1,4
170104,1,1,68,1,1,11,3,1,0,0,1,0,3,0,1,998,75,240,0,3,3,2,1,2,1,1,51,0,95,0,0,14,4,2020,3,18,2,12,1,1,1,1,1,4
170105,1,1,20,2,1,11,3,8,0,0,4,0,1,0,1,998,63,135,0,5,1,6,1,2,1,1,17,0,13,0,39,8,4,2020,4,13,2,12,2,2,1,1,1,0
170108,1,1,999,1,1,11,99,20,8,0,2,0,2,0,1,998,999,999,99,0,1,2,1,2,1,1,13,1,60,92,60,14,4,2020,3,19,2,38,1,1,4,5,1,2
170109,1,1,15,1,1,11,3,8,0,0,2,0,2,0,1,998,64,109,0,0,2,5,1,2,1,11,15,0,7,0,38,14,4,2020,3,18,2,12,2,2,1,5,1,0
170110,1,1,33,1,1,11,3,99,9,0,1,0,2,0,1,998,71,155,0,9,1,2,1,2,1,99,9,0,1,92,999,18,4,2020,7,4,2,30,1,1,4,2,1,4
170111,1,1,25,1,1,11,3,1,9,0,2,0,1,0,1,998,75,186,0,9,2,3,1,2,1,1,54,0,2,0,51,16,4,2020,5,2,2,12,18,1,1,2,1,4
170112,1,1,59,2,1,11,3,20,8,0,1,0,2,0,1,998,72,200,0,9,2,3,1,1,1,1,80,0,7,0,0,17,1,2020,6,6,2,8,3,3,1,3,1,0
170114,1,1,26,1,1,11,20,8,9,0,1,0,1,0,1,998,69,195,0,4,2,2,1,2,2,1,50,0,7,0,0,17,4,2020,6,14,2,12,2,2,1,1,2,4
170115,1,1,49,1,1,11,3,20,8,0,1,0,1,0,1,998,68,180,0,0,4,2,1,2,2,11,80,0,60,0,38,23,1,2020,5,18,2,8,3,2,1,3,2,0
170117,1,1,22,1,1,11,20,8,8,0,3,0,5,0,1,998,66,130,1,3,1,2,1,2,1,1,1,1,7,92,60,22,1,2020,4,21,2,30,1,1,4,3,1,3
170119,1,1,39,1,1,11,99,99,9,0,2,0,1,0,1,998,70,220,0,2,1,4,1,2,1,1,62,0,5,92,16,15,4,2020,4,19,2,12,2,7,1,5,10,4
170120,1,1,56,1,1,11,99,1,9,0,1,0,1,0,1,998,67,200,0,3,2,3,2,2,1,1,62,0,119,92,94,16,4,2020,5,22,2,12,2,2,1,3,1,4
170121,1,1,56,1,1,11,3,2,0,0,1,0,1,0,1,998,66,180,0,0,1,7,1,2,1,11,15,0,60,92,38,19,4,2020,1,15,2,12,2,2,1,1,1,0
170124,1,1,18,2,1,11,3,8,8,0,1,0,2,0,1,998,64,160,0,5,2,4,1,2,1,1,10,0,13,96,51,28,1,2020,3,16,2,12,1,1,1,1,10,3
170125,1,1,46,1,1,11,3,20,8,0,2,0,3,0,1,998,67,175,0,0,4,3,1,2,2,1,80,1,60,0,0,10,1,2020,6,19,2,8,1,1,1,3,2,0
170126,1,1,24,1,1,11,99,20,9,0,3,0,2,0,1,998,72,180,0,5,2,3,1,2,1,1,54,0,3,0,51,19,2,2020,4,13,2,12,1,1,1,1,1,4
170130,1,1,999,8,1,11,99,99,8,0,99,1,9,0,1,998,999,999,99,9,1,2,1,2,1,99,99,0,13,0,999,13,1,2020,2,18,2,8,1,1,1,1,1,0
170133,1,1,52,1,1,11,20,20,9,0,1,0,2,0,1,998,64,140,0,3,1,2,1,2,1,6,6,0,98,0,0,8,3,2020,1,17,2,1,1,1,1,1,1,4
170137,1,1,19,1,1,11,3,1,9,0,2,0,1,0,1,998,73,300,0,5,1,5,1,2,1,1,9,0,13,0,999,1,4,2020,4,0,2,42,1,1,4,3,1,4
170138,1,1,39,1,1,11,3,8,8,0,1,0,2,0,1,998,68,130,0,3,1,5,1,2,1,1,51,0,13,96,26,7,3,2020,7,22,2,12,3,2,1,3,1,4
170139,1,1,26,1,1,11,99,8,8,0,2,0,1,0,1,998,68,147,0,3,4,2,1,2,1,1,99,0,13,92,37,2,3,2020,2,2,2,30,3,2,4,3,1,4
170141,1,1,45,2,1,11,20,8,0,0,1,0,1,0,1,35,69,165,0,4,3,2,1,2,1,15,6,1,7,0,27,29,5,2020,6,22,2,38,1,1,10,3,1,4
170142,1,1,26,1,1,11,20,20,0,0,1,0,2,0,1,998,71,194,0,9,1,2,1,2,1,1,9,0,80,0,999,1,5,2020,6,18,2,1,1,1,1,1,1,4
170143,1,1,24,2,1,11,99,20,0,0,2,0,1,0,1,998,62,185,0,5,1,4,1,2,2,1,80,0,7,92,89,23,5,2020,7,20,2,8,1,1,1,3,2,0
170145,1,1,28,1,1,11,20,8,8,0,3,0,2,0,1,998,73,185,0,9,3,4,1,2,1,15,9,1,7,0,27,2,5,2020,7,1,2,30,1,1,4,3,1,4
170146,1,1,37,2,1,11,3,20,8,0,3,0,1,0,1,998,68,250,0,0,3,4,1,2,1,15,10,0,60,10,89,27,5,2020,4,9,2,12,17,1,1,1,1,0
170147,1,1,999,9,1,11,99,99,9,0,1,1,9,0,1,999,999,999,99,9,3,3,1,2,1,1,80,0,13,0,999,24,5,2020,1,11,2,8,1,1,1,1,1,0
170149,1,1,23,1,1,11,20,8,9,0,1,0,1,0,1,998,72,175,2,3,1,5,1,2,1,1,12,0,5,0,89,21,5,2020,5,1,2,33,3,2,4,2,1,4
170150,1,1,21,1,1,11,3,1,9,0,1,0,1,0,1,998,72,194,0,9,1,2,1,2,2,1,5,0,13,0,87,8,5,2020,6,6,2,12,1,1,1,4,2,4
170151,1,1,22,1,1,11,3,8,0,0,2,0,3,0,1,998,68,140,0,5,1,5,1,2,1,1,17,0,7,0,37,3,6,2020,4,21,2,12,2,2,1,3,1,3
170152,1,1,57,1,1,11,20,20,8,0,1,0,1,0,1,998,72,200,0,0,1,2,1,2,1,1,9,1,81,96,0,4,6,2020,5,2,2,1,1,1,1,2,1,4
170153,1,1,31,1,1,11,20,20,9,0,1,0,0,0,1,998,73,205,0,4,1,2,1,2,1,1,62,1,113,0,23,5,6,2020,6,0,2,12,2,3,1,2,1,4
170154,1,1,999,9,1,11,99,99,9,0,99,1,9,0,1,998,999,999,99,0,5,5,1,2,1,99,80,0,7,0,999,6,6,2020,7,21,2,8,1,1,1,3,1,9
170155,1,1,75,1,1,11,3,20,9,0,1,0,1,0,1,998,71,245,0,0,1,2,1,2,1,11,15,0,60,96,42,5,6,2020,6,14,2,1,2,2,1,1,1,0
170156,1,1,19,1,1,11,3,20,0,0,1,0,1,0,1,37,72,210,0,9,1,3,1,2,1,1,80,0,13,10,0,4,6,2020,5,11,2,8,1,1,1,1,1,0
170158,1,1,43,1,1,11,20,20,9,0,2,0,1,0,1,998,72,360,0,0,1,2,1,2,1,14,9,0,81,0,0,7,6,2020,1,0,2,42,1,1,4,3,1,4
170159,1,1,64,1,1,11,20,98,8,0,1,0,1,0,1,998,999,999,99,5,1,2,1,2,1,14,11,0,13,0,0,16,1,2020,5,17,2,42,1,1,4,2,1,4
170160,1,1,45,1,1,11,20,20,0,0,1,0,1,0,1,998,67,240,0,5,1,2,1,2,1,6,61,0,125,92,34,8,6,2020,2,14,2,12,2,3,1,1,1,4
170161,1,1,58,1,1,11,20,20,0,0,1,0,1,0,1,55,72,192,0,0,1,1,1,2,1,1,80,0,13,92,39,9,6,2020,3,8,2,8,1,1,1,1,1,0
170162,1,1,24,2,1,11,20,8,9,0,5,0,1,0,1,998,67,110,1,9,2,4,1,2,1,1,9,0,13,92,999,17,6,2020,4,3,2,40,1,1,4,3,1,4
170163,1,1,30,1,1,11,3,8,9,0,1,0,1,0,1,998,69,150,1,3,1,2,1,2,1,1,9,1,60,96,0,4,3,2020,4,4,2,30,1,1,4,3,1,4
170164,1,1,27,1,1,11,99,8,8,0,1,0,2,99,1,998,999,999,99,3,1,2,1,2,1,16,54,1,13,0,51,8,1,2020,4,20,2,12,3,3,1,3,1,3
170167,1,1,48,1,1,11,3,20,0,0,1,0,3,6,1,998,67,240,0,4,3,3,2,2,2,1,52,0,66,0,0,11,1,2020,7,99,2,12,1,1,1,2,12,0
170169,1,1,63,1,1,11,3,8,9,0,1,0,1,0,1,998,70,210,0,0,1,2,1,2,2,11,15,1,13,0,38,11,1,2020,7,14,2,12,2,4,1,1,2,4
170171,1,1,25,1,1,11,3,20,0,0,2,0,1,0,1,998,68,135,0,9,1,2,1,2,1,1,80,0,7,0,0,2,2,2020,1,23,2,8,1,1,1,2,1,0
170172,1,1,29,2,1,11,20,20,8,0,4,0,1,0,1,998,64,210,0,9,3,3,2,2,1,1,8,0,13,3,28,3,2,2020,2,2,2,12,1,1,1,3,1,4
170173,1,1,27,1,1,11,20,8,8,0,1,0,1,0,1,998,65,200,1,9,1,2,1,2,1,1,99,0,7,96,999,9,2,2020,1,3,2,53,1,1,4,2,1,4
170176,1,1,29,1,1,11,20,20,9,0,1,0,2,0,1,998,70,180,1,4,2,5,1,2,1,1,62,0,80,0,0,7,3,2020,7,18,2,12,8,1,1,3,1,4
170178,1,1,43,2,1,11,20,1,1,0,2,0,2,0,1,998,999,999,99,0,1,2,1,2,2,15,8,0,7,0,28,11,1,2020,7,18,2,12,1,1,1,2,2,3
170179,1,1,26,1,1,11,3,20,0,0,1,0,1,0,1,998,73,285,0,5,2,2,1,2,1,1,80,0,60,0,0,12,1,2020,1,0,2,8,1,1,1,2,1,0
170180,1,1,36,2,1,11,99,20,0,0,1,0,1,0,1,998,60,160,0,5,1,4,1,2,1,1,80,0,13,92,6,14,1,2020,3,19,2,8,1,1,1,2,1,0
170181,1,1,23,1,1,11,3,20,0,0,2,0,2,0,1,998,71,170,0,0,1,2,1,2,1,6,54,0,7,96,35,15,1,2020,4,7,2,12,1,1,1,1,5,3
170183,1,1,35,2,1,11,3,8,8,0,2,0,1,0,1,998,67,135,0,4,3,2,2,2,1,14,50,1,7,0,0,19,1,2020,1,6,2,12,18,1,1,2,1,2
170184,1,1,41,2,1,11,99,20,1,0,2,0,2,0,1,998,999,999,0,9,2,6,2,2,1,1,8,1,13,0,52,21,1,2020,3,22,2,34,19,1,4,3,1,4
170185,1,1,23,2,1,11,99,1,8,0,1,0,1,0,1,58,999,999,99,9,2,4,1,2,2,1,80,0,13,92,0,23,1,2020,5,6,2,8,1,1,1,3,4,3
170186,1,1,41,1,1,11,3,8,0,0,3,0,1,0,1,998,72,185,0,4,2,5,1,2,3,11,15,0,13,0,39,23,1,2020,5,21,2,12,2,3,1,3,4,3
170187,1,1,22,2,1,11,99,20,9,0,1,0,1,0,1,998,67,170,0,0,1,5,1,2,2,1,80,0,13,92,0,23,1,2020,5,23,2,8,1,1,1,2,2,0
170188,1,1,999,1,1,11,99,1,9,0,1,0,9,0,1,998,999,999,99,9,4,1,1,2,99,14,99,0,13,92,0,31,1,2020,6,15,2,42,1,1,4,1,1,4
170192,1,1,29,1,1,11,99,20,8,0,1,1,3,19,1,998,71,185,0,9,1,4,1,2,1,1,80,0,11,0,89,24,2,2020,2,22,2,8,1,1,1,3,1,0
170194,1,1,25,1,1,11,20,1,0,0,2,0,2,0,1,998,69,175,0,4,1,2,1,2,1,6,6,0,7,0,34,27,2,2020,5,16,2,34,1,1,4,1,1,4
170198,1,1,68,1,1,11,20,1,0,0,1,0,1,0,1,998,74,160,1,4,2,3,1,2,1,6,6,0,13,0,27,5,3,2020,5,18,2,42,19,1,4,3,1,4
170199,1,1,71,1,1,11,3,20,8,0,2,0,1,0,1,998,75,220,0,0,1,5,2,2,1,1,54,0,7,0,51,5,3,2020,5,16,2,12,1,1,1,1,1,3
170201,1,1,32,1,1,11,3,20,0,0,1,0,3,1,1,998,71,175,0,0,1,2,2,2,2,4,80,0,63,0,96,9,3,2020,2,15,2,8,1,1,1,1,2,0
170203,1,1,23,1,1,11,99,8,9,0,4,1,3,0,1,998,72,200,1,0,1,4,1,2,1,1,17,0,60,92,39,11,3,2020,4,13,2,12,2,2,1,1,1,0
170204,1,1,86,1,1,11,3,2,0,0,1,0,1,0,1,998,69,160,0,0,2,6,1,2,1,11,15,0,13,0,38,5,3,2020,5,19,2,12,2,2,1,3,1,4
170205,1,1,70,1,1,11,3,20,9,0,1,0,1,0,1,47,68,142,0,3,1,5,1,2,1,1,80,0,2,0,0,24,3,2020,3,23,2,8,3,2,1,2,1,0
170208,1,1,75,2,1,11,3,20,9,0,3,0,1,0,1,998,65,140,0,0,1,2,2,2,1,11,15,0,13,0,38,12,3,2020,5,19,2,12,2,2,1,5,1,4
170210,1,1,71,1,1,11,3,8,8,0,1,0,1,0,1,998,65,140,0,5,1,4,1,2,1,1,51,1,7,92,33,16,3,2020,2,15,2,12,1,1,1,1,1,3
170212,1,1,27,1,1,11,3,8,8,0,3,0,1,0,1,998,72,185,1,4,1,2,1,2,1,1,14,1,13,0,0,16,3,2020,2,2,2,35,1,1,4,8,1,1
170213,1,1,30,1,1,11,99,99,9,0,1,0,2,0,1,998,999,999,0,5,2,2,8,2,98,1,12,1,7,96,0,15,2,2020,7,2,2,21,1,1,3,3,1,4
170215,1,1,24,1,1,11,3,20,8,0,3,0,1,1,1,998,74,250,0,0,4,3,1,2,1,1,98,1,60,0,0,13,3,2020,6,0,2,5,1,1,1,3,1,0
170216,1,1,20,1,1,11,3,8,1,0,3,0,2,0,1,998,74,185,0,9,1,4,1,2,1,1,99,0,15,0,28,18,3,2020,4,4,2,14,1,1,7,3,1,0
170217,1,1,999,1,1,11,99,8,9,0,1,0,9,0,1,998,999,999,99,9,1,2,1,2,1,1,17,0,13,92,39,1,4,2020,4,4,2,12,2,2,1,3,1,4
170218,1,1,23,1,1,11,3,8,9,0,1,0,1,0,1,998,73,180,1,9,2,4,1,2,1,1,10,0,7,0,51,1,4,2020,4,23,2,12,18,1,1,3,1,4
170219,1,1,45,1,1,11,99,20,8,0,1,0,1,0,1,998,999,999,99,0,1,2,2,2,8,11,15,0,13,96,38,2,4,2020,5,18,2,12,2,2,1,1,1,0
170220,1,1,47,2,1,11,99,8,8,0,2,0,1,0,1,998,66,120,0,9,1,2,1,2,1,1,1,0,13,96,999,2,4,2020,5,20,2,42,1,1,4,2,1,3
170221,1,1,41,1,1,11,3,20,0,0,1,0,3,6,1,998,66,180,0,0,1,2,2,2,1,1,83,0,66,0,34,3,4,2020,6,9,2,9,1,1,1,1,1,0
170222,1,1,999,1,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,9,2,4,1,2,1,99,99,0,999,0,999,4,4,2020,7,21,2,8,1,1,1,3,1,0
170223,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,5,1,2,1,2,1,1,80,0,999,92,999,5,4,2020,1,2,2,8,1,1,1,3,1,0
170227,1,1,86,2,1,11,3,8,8,0,1,0,1,0,1,998,67,180,0,9,5,5,1,2,1,11,15,0,7,96,38,11,4,2020,7,17,2,12,2,3,1,1,1,4
170228,1,1,57,1,1,11,20,8,0,0,1,0,3,0,1,81,73,250,0,5,1,2,1,2,2,99,9,0,7,0,16,11,4,2020,7,18,2,42,1,1,4,1,2,4
170230,1,1,26,1,1,11,3,8,0,0,3,0,2,0,1,998,69,260,0,0,3,6,1,2,1,1,80,0,7,0,0,11,4,2020,7,20,2,8,18,1,1,3,1,0
170232,1,1,43,2,1,11,99,1,8,0,1,0,2,0,1,998,61,125,0,4,1,2,2,2,2,1,9,1,3,96,0,17,4,2020,6,2,2,30,1,1,4,2,2,4
170233,1,1,16,2,1,11,20,8,1,0,4,0,5,0,1,70,999,999,0,4,1,3,3,2,1,1,8,0,13,0,37,17,4,2020,6,13,2,30,1,1,4,1,1,3
170234,1,1,66,1,1,11,20,8,9,0,1,0,1,0,1,998,76,170,0,9,1,4,1,2,1,99,99,0,13,0,999,20,4,2020,2,15,2,33,1,1,4,1,1,4
170235,1,1,16,1,1,11,20,20,9,0,1,0,1,0,1,998,73,163,0,9,1,2,1,2,1,99,99,0,80,0,0,18,4,2020,7,13,2,42,1,1,4,1,1,4
170236,1,1,20,1,1,11,20,20,1,0,2,0,1,0,1,998,74,220,0,3,1,2,1,2,1,1,17,0,13,0,39,18,4,2020,7,21,2,12,2,2,1,3,1,1
170237,1,1,29,1,1,11,20,8,8,0,3,0,2,0,1,998,76,999,2,2,3,4,1,2,1,1,11,0,7,12,36,21,4,2020,3,10,2,12,1,1,1,1,1,4
